,review_content,rating
417,  The product is good. Good for samsung smartphones as they are better compatible with it. Photos & videos are directly stored into card after recording.,5.0 out of 5 stars
418,"  I got in rs 499 in Indian festival session.Speed for transfering data is awesome,if anyone is looking for memory card then I recommend to buy this product.",5.0 out of 5 stars
419,"  It's quality is not good as i expected,in beginning it was good,but after two month i experienced poor quality,i can't delete any photos/video.",1.0 out of 5 stars
420,"  Data transfer is indeed faster than the average Sandisk card. How long it lasts remains to be seen, since I'm gonna use this for games transfer.",5.0 out of 5 stars
421,  Class 10 basically means it downloads fast and opens files faster than something with Class 4Awesome write speeds upto 29 MB/S and there is a warranty of 10 years.,5.0 out of 5 stars
422,  Not great transfer speedOnly 29gb available for use but best is thatI bought it for 350 only,3.0 out of 5 stars
423,  Does its job well. Shows correct capacity. Recording on the GoPro 7 black seems fast enough.,4.0 out of 5 stars
424,  Good Product from Samsung gives 119 GB Storage for mentioned 128 GB.,4.0 out of 5 stars
425,  Not good quality duplicates received through out long back don't buy this frnd making fool.puchase from shop.,2.0 out of 5 stars
426,  No need to say anything about quality when you buy a Samsung memory card. It work perfectly and I think its working perfectly in all dimensions which specified.,5.0 out of 5 stars
427,  Expanded my DSLR memory to maximum which i can afford currently.The supplied SD adaptor works fine with camera.,5.0 out of 5 stars
428,  Product is good but delivery charges too high (40 rupees),5.0 out of 5 stars
429,  have used the same product earlier. Could comment only if they do not keep up the warranty as stated.,5.0 out of 5 stars
430,"  using it in car dashcam..records 1080p videos continuously,go for samsung card than sandisk or kingsten they are very reliable.",5.0 out of 5 stars
431,  This sd card still performs good and it's build and material quality is also good with samsung branding. One problem i faced during content move is doesn't accept those content whose title length exceeds 50 characters.,5.0 out of 5 stars
432,  This thing is too slow and laggy!! My previous sandisc as card was really fast and excellent! Even the phone recognizes the SD card as slow !I think they are cheating u by selling class 4 instead of class 10! Wrong labelling,2.0 out of 5 stars
433,  Received only packing without micro sd card,1.0 out of 5 stars
434,  Nice Samsung Micro SDHC Memory Card. its value for money,5.0 out of 5 stars
435,"  I started using this in my dashcam and it works as expected. Nothing extra ordinary, but VFM.",4.0 out of 5 stars
436,  Speed of card is as expected. Faster compared to others in this range.I have been using it for 2 months now.,5.0 out of 5 stars
437,  Excellent speed . Original and highly recommended.,5.0 out of 5 stars
438,  Excellent Product. Functionality as described. Highly Recommended Product. Timely delivery. Working as expected. Value for Money.,5.0 out of 5 stars
439,  Minor issue about the product is write speed.But satisfiable...Storage capacity as usual always.Amazon delivery is good but packing is not bad.Go for it.,5.0 out of 5 stars
440,"  Use this memory card to store your memories. They'll be stored for future use.No issues and no compatibility problems(unless you using one of them no name chinese phones, in which case I blame your phone)",4.0 out of 5 stars
441,"  I got it for my mobile, as soon it was put on it was simple installation process and old data transfer also was faster",5.0 out of 5 stars
442,"  I orderd it for Moto X play, while mapping it as internal storage Moto X play said it was slow. rest looks good nice package and before time delivery.",3.0 out of 5 stars
443,  I had purchased this SD card in August 2017. The card however has become corrupt in less than a year and has rendered useless. I have a Sandisk SD card which is 6 years old and still running strong.,1.0 out of 5 stars
444,"  I can't really tell it is original or not but the next day after I bought it, it was having some troubles, phone was saying sd card corrupted. But next day it started working fine.",3.0 out of 5 stars
445,"  I have had SanDisk 64 gb MicroSD earlier which gave up in an year.So,I turned to Samsung and ordered 2 of this great product.It has been 3rd year for 1 of the MicroSD.But it consistently does its job.Loving it.If you need MicroSD,Go for Samsung",5.0 out of 5 stars
446,  Very fast compared to the poor card which canon gave  with the camera. The camera just wouldn't stop in burst mode,5.0 out of 5 stars
447,  Must buy in this low price segment with high speed data transferring from leading brand samsung🙂🙂🙂🤑 but when you buy from the Samsung showroom or other shop they will say high price which makes our pocket empty.....so guyss don't think just order quickly as possible before price rises😨😨😔,5.0 out of 5 stars
448,  Very BAD product totally cheating 😠 when I inserts to any device.it got heats immediately. First I guess that problem in my mobile device but I tried to another phon it also get heat so this memory card is total fraud and cheating to me. Don't buy. Samsung memory card from Amazon.,1.0 out of 5 stars
449,  Packaging was good and 31.74 gb is available for storage. But clour of memory card is life sone one painted it with hand. Right now it is working fine,4.0 out of 5 stars
450,  Samsung never disappointed me with their products. Worthful product.Original ProductGood Transfer speed and also comes with SD Card Adapter,5.0 out of 5 stars
451,  Product matched with web credentials.....Nice & Original product,4.0 out of 5 stars
452,  read and write speed are just amazing....  love this product..i got complete storage for use.. (64 GB)i got no problems for installation this in my mobile (MI A3)i purchase this product in offer in 700 RS. So and i can say that i got exactly what i want..,5.0 out of 5 stars
453,"  The company claims to give 127 gb saying 1gb could be used for system use  but only 119 gb is the actual space available. For some people, it may not matter but for people like me it matters a lot. I will edit my review after 3 months again to give overall experience after enough use.",3.0 out of 5 stars
454,"  Samsung is the best thing in my life ...I prefer every Samsung devices like mobiles,TVs all I have ...this memory card is awesome and its storage capacity...sending speed just wow",5.0 out of 5 stars
455,"  Never buy this, it doesn't work।And very bad service Amazon. Amazon provide 10 year warranty but only promotion quotes. So don't buy",1.0 out of 5 stars
456,  NIce product. Its been 6 months and it is working amazingly without any problem. I have tested this card on various smartphones and found no problems. The read/write speeds are also good.,4.0 out of 5 stars
457,"  Comparatively better than other brands such as San-disk and Transcend , especially if you are using a Samsung device.",5.0 out of 5 stars
458,  I love Samsung's evo series. Speed is very good...Hope the price of 256GB will decrease soon... waiting for upgrade from 128 to 256...,5.0 out of 5 stars
459,"  3 Things:-1. It is faster than my Class 10 Grade 1 samsung card.2. For the price of around Rs.750 .. its about the same price as my 32GB Grade 1 Class 10 Samsung.3. What else, its a micro sd card. It does what a micro sd card is supposed to do.",4.0 out of 5 stars
